"Name","Team","lineupSlot","points","GP","passingCompletions","passingYards","passingTouchdowns","passingInterceptions","rushingAttempts","rushingYards","rushingTouchdowns","fumbles","receivingTargets","receivingReceptions","receivingYards","receivingTouchdowns"
"Nick Vannett","LAC","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Higbee","LAR","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"C.J. Ham","MIN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Mo Alie-Cox","IND","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Saubert","HOU","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Trent Taylor","CHI","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Armah","WAS","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Pascal","ARI","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"P.J. Walker","CLE","QB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Ricard","BAL","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Pharaoh Brown","NE","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Clement","ARI","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Dare Ogunbowale","HOU","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Gesicki","NE","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Will Dissly","SEA","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Braxton Berrios","MIA","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Rader","TEN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Godwin Igwebuike","PIT","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Noah Fant","SEA","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"N'Keal Harry","MIN","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Homer","CHI","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesper Horsted","LV","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty Johnson","BUF","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Stanley Morgan","CIN","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Donald Parham Jr.","LAC","TE","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Trevon Wesco","TEN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Juwann Winfree","IND","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Scotty Miller","ATL","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Deonte Harty","BUF","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Trenton Irwin","CIN","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Khari Blasingame","CHI","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen Guyton","LAC","WR","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Gunner Olszewski","NYG","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brycen Hopkins","LAR","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"James Proche II","CLE","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Lawrence Cager","NYG","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe Davis","BUF","WR","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Lynn Bowden","NO","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Claypool","MIA","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah Hodgins","NYG","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Sean McKeon","DAL","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Ward","TEN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Bryant","CLE","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Albert Okwuegbunam","PHI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitchell Wilcox","CIN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Sermon","IND","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"DeeJay Dallas","SEA","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty Chandler","MIN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Reggie Gilliam","BUF","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Andre Baccellia","ARI","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Quintin Morris","BUF","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Cole Turner","WAS","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Dee Eskridge","SEA","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ihmir Smith-Marsette","CAR","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tylan Wallace","BAL","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"DJ Turner","LV","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Simi Fehoko","LAC","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Evans","CIN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Stoll","PHI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Terrace Marshall Jr.","CAR","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Kylen Granson","IND","TE","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Charlie Kolar","BAL","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Rakim Jarrett","TB","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Evans","LAR","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Alec Pierce","IND","WR","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Chris Rodriguez Jr.","WAS","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Britain Covey","PHI","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Velus Jones Jr.","CHI","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"John FitzPatrick","ATL","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ko Kieft","TB","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Stone Smartt","LAC","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Rodney Williams","PIT","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Deven Thompkins","TB","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Irvin Charles","NYJ","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tucker Fisk","ATL","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tucker Kraft","GB","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis Allen","LAR","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Payne Durham","TB","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Max Duggan","LAC","QB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Luepke","DAL","RB","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Jake Bobo","SEA","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"A.T. Perry","NO","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Malik Heath","GB","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Josh Whyle","TEN","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Elijah Higgins","ARI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Julian Hill","MIA","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Sims","GB","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brady Russell","SEA","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Zamir White","LV","RB","-0.2","-0.2","1","0","0","0","0","4","-2","0","0","0","0","0","0"
"Ben Skowronek","LAR","WR","-0.2","-0.2","1","0","0","0","0","1","-2","0","0","0","0","0","0"
"Tyler Scott","CHI","WR","-0.5","-0.5","1","0","0","0","0","1","-5","0","0","2","0","0","0"
"Clayton Tune","ARI","QB","-0.9","-0.9","1","11","58","0","2","5","28","0","1","0","0","0","0"
